,question,answer,query_duration,answer_present,average_precision
385,when did the ballast water management convention entry into force,From 2024,9,1,1.0
386,who sings the song it never rains in southern california,Hammond,5,1,1.0
387,when did the referendum occur and in what states,six states,17,0,0.0
388,when did the referendum occur and in what states,27 May 1967,9,0,0.0
389,most exotic species are introduced into a new environment accidentally as a result of,human travel,9,1,1.0
390,what college newspaper refers to itself as the oldest college newspaper in michigan,The Collegian,4,1,1.0
391,when you combine an egg with the material in pollen you get,double fertilization,11,1,1.0
392,who founded the hindu balika vidyalaya in calcutta,Annette Akroyd,8,1,1.0
393,the island that canada and denmark fight over,Hans Island,11,0,0.0
394,the pin valley national park (pvnp) is located in which state,Himachal Pradesh,14,1,1.0
395,what is the distance to space from earth,100 km ( 62 mi ) above sea level,4,0,0.0
396,toms name in the first tom and jerry cartoon,Jasper,5,1,1.0
397,who sang the song do wah diddy diddy dum diddy do,Manfred Mann,12,1,1.0
398,who sang the song do wah diddy diddy dum diddy do,The Exciters,5,1,1.0
399,where are the words to the hail mary found in the bible,Chapter 1 of Luke,11,1,1.0
400,when is season 6 of wentworth coming out,19 June 2018,22,1,1.0
401,where does the last name gaspar come from,"French , German , Hungarian , Italian , Portuguese , and Spanish origin",7,1,1.0
402,when did the us involvement in vietnam end,30 April 1975,6,0,0.0
403,when was the first looping roller coaster and what was wrong with it,intense g - forces ( hereafter `` Gs '' ),4,0,0.0
404,when was the first looping roller coaster and what was wrong with it,1848,18,0,0.0
405,after what season was the x files movie,extraterrestrial mythology,5,0,0.0
406,who plays harold in captain underpants the movie,Thomas Middleditch,10,1,1.0
407,who played david on one day at a time,Richard Masur,16,1,1.0
408,who plays jackie in it's always sunny,Jessica Collins,6,0,0.0
409,who wrote if loving you is wrong i don't want to be right,Raymond Jackson,7,1,1.0
410,who wrote if loving you is wrong i don't want to be right,Homer Banks,8,1,1.0
411,who wrote if loving you is wrong i don't want to be right,Carl Hampton,7,1,1.0
412,who sang relight my fire before take that,Dan Hartman,5,1,1.0
413,how far do honey bees travel from their hive,4 miles,6,0,0.0
414,when did new york giants move to san francisco,1958,11,1,1.0
415,when does tekken 7 come out in america,June 2017,8,1,1.0
416,why did zeus turned io into a cow,in order to hide her from his wife,5,1,1.0
417,when did the olympics start every 2 years,1994,16,1,1.0
418,who is on the back of a £5 note,Winston Churchill,18,0,0.0
419,what year saw the formation of the brazilian republic,1889,9,1,1.0
420,who has the highest batting average in baseball today,Miguel Cabrera,16,0,0.0
421,who wrote i don't wanna live forever,Jack Antonoff,6,1,1.0
422,who wrote i don't wanna live forever,Taylor Swift,8,1,1.0
423,who wrote i don't wanna live forever,Sam Dew,12,1,1.0
424,who plays the female detective in person of interest,Taraji P. Henson,9,1,1.0
425,which city is famous for its large cinco de mayo celebration,Los Angeles,8,1,1.0
426,when did the movie knock knock come out,2015,13,1,1.0
427,who played miranda frost in die another day,Rosamund Mary Ellen Pike,5,0,0.0
428,what kind of engines are in nascar cars,EFI V8,12,0,0.0
429,who wrote the song if i can only imagine,Bart Millard,10,1,1.0
430,actor who played rudy in the book thief,Nico Louis Liersch,4,0,0.0
431,who plays tom riddle in harry potter chamber of secrets,Christian Peter Coulson,15,0,0.0
432,golden gate bridge facts when was it built,1937,8,1,1.0
433,shock top belgian wheat is what style of beer,ale,5,1,1.0
434,who sings shot through the heart and you're to blame,Bon Jovi,13,0,0.0
435,the focus of saakshar bharat programme is on,literacy of women,2,1,1.0
436,who plays catherine on the haves and the have nots,Renee Lawless - Orsini,7,0,0.0
437,what does the e stand for in 4l60e,electronic,4,1,1.0
438,orange is the new black characters yoga lady,Yoga Jones,14,0,0.0
439,when was the last time someone was executed by guillotine,Hamida Djandoubi,12,1,1.0
440,who played anakin in revenge of the sith,Hayden Christensen,4,1,1.0
441,sanford and son what was his wife's name,Elizabeth,7,1,1.0
442,where does the movie wedding crashers take place,Washington D.C.,10,1,1.0
443,where is cabo san lucas located on the map,"at the southern tip of the Baja California Peninsula , in the Mexican state of Baja California Sur",12,1,1.0
444,who sang what have i done to deserve this,English synthpop duo Pet Shop Boys,19,1,1.0
445,where did world trigger anime end in manga,the 50th issue of 2016,10,1,1.0
446,what was the purpose of the protective tariffs on european goods after the war of 1812,protecting U.S. manufactured items from overseas competition,10,1,1.0
447,how many episodes of fullmetal alchemist brotherhood are there,64,9,1,1.0
448,hagia sophia is an example of which style of architecture,Byzantine,9,1,1.0
449,what did liverpool have to do with the slave trade,"By the close of the 18th century 40 % of the world 's , and 80 % of Britain 's Atlantic slave activity was accounted for by slave ships that voyaged from the docks at Liverpool",18,0,0.0
450,when did weed become legal for recreational use in colorado,January 2014,8,0,0.0
451,how many goals have c ronaldo scored in his career,over 670 senior career goals,6,0,0.0
452,who identified the authoritarian permissive and authoritative styles,Diana Baumrind,6,1,1.0
453,when did the unbreakable kimmy schmidt come out,"March 6 , 2015",4,1,1.0
454,where is the mexican little league team from,"Monterrey , Mexico",21,0,0.0
455,who plays penny's boyfriend on big bang theory,Brian Patrick Wade,6,0,0.0
456,who played the original tarzan in the tv series,Ron Ely,9,1,1.0
457,where do the bad witches live in the wizard of oz,East and West,5,1,1.0
458,who is the winner of sa re ga ma pa little champ,Anjali Gaikwad,6,0,0.0
459,who is the winner of sa re ga ma pa little champ,Shreyan Bhattacharya,9,0,0.0
460,what is the ultimate hitchhiker's guide to the galaxy,832 - page leatherbound final omnibus edition,3,1,1.0
461,who is the mother of kevin's son in coronation street,Molly,6,1,1.0
462,what does ark mean in ark survival evolved,The game 's world,16,1,1.0
463,when did the first season of americas next top model come out,May to July 2003,22,0,0.0
464,what are the northern hairy nosed wombats predators,Wild dogs,3,1,1.0
465,where did the dolan twins live in nj,"the Long Valley section of Washington Township , Morris County , New Jersey",6,1,1.0
466,who played stephanie in all in the family,Danielle Brisebois,13,1,1.0
467,who sings the country song light it up,Luke Bryan,5,0,0.0
468,number of countries that qualify for world cup,32,15,0,0.0
469,who played the cashier in the movie car wash,Melanie Mayron,7,0,0.0
470,when did the first push to start car come out,1998,7,0,0.0
471,who sang i'd be a legend in my time,Don Gibson,24,1,1.0
472,where does the mackenzie river start and end,"empties into the Beaufort Sea , part of the Arctic Ocean , through the vast Mackenzie Delta",15,1,1.0
473,where does the mackenzie river start and end,Rising out of the marshy western end of Great Slave Lake,7,1,1.0
474,where are the commonwealth games being held this year,"Gold Coast , Queensland , Australia",5,1,1.0
475,when did the beatles became popular in the us,February 1964,18,1,1.0
476,who holds the record for the most number one hits,The Beatles,11,1,1.0
477,when did the first thrift store open persona 5,1937,12,0,0.0
478,where are the elytra located if they are present on an insect,connected to the pterathorax,5,1,1.0
479,when do new episodes of the big bang theory start,"September 25 , 2017",9,1,1.0
480,when did the new hundred dollar come out,"October 8 , 2013",15,0,0.0
481,when did the internet become available in homes,1979,6,0,0.0
482,the sense provides information about balance and movement,vestibular system,4,1,1.0
483,when did the last country join the eu,July 2013,9,0,0.0
484,when did opp by naughty by nature come out,August 1991,9,0,0.0
485,who coined the phrase what happens in vegas,ad agency,12,0,0.0
486,who coined the phrase what happens in vegas,R&R Partners,5,0,0.0
487,where do leopard gecko live in the wild,eastern and southwestern Asia where they are found in arid and semiarid habitats,13,0,0.0
488,where does the sun's luminosity come from,", converting 4 million tons of matter into energy",10,0,0.0
489,how did the philadelphia flyers get their name,name - the - team contest,4,1,1.0
490,when did the sat scores change from 1600 to 2400,"March 12 , 2005",10,1,1.0
491,game where you type in something and it appears,Scribblenauts,15,0,0.0
492,what did the barons do in the feudal system,tenants - in - chief,5,1,1.0
493,how many dolphins are born at a time,a single calf,4,1,1.0
494,who is the girl in i could use a love song video,Shelley Hennig,11,1,1.0
495,who plays aang in avatar the last airbender movie,Noah Ringer,6,1,1.0
496,where does friday the 13th part 4 take place,Crystal Lake,28,1,1.0
497,when is the popular vote for president done,the first Tuesday after the first Monday in November,7,0,0.0
498,what is the origin of es cells in development,"the inner cell mass of a blastocyst , an early - stage pre-implantation embryo",14,0,0.0
499,who wrote please don't take my sunshine away,Charles Mitchell,10,1,1.0
500,who wrote please don't take my sunshine away,Jimmie Davis,7,1,1.0
501,who sang all in the family theme song,Jean Stapleton,10,0,0.0
502,who sang all in the family theme song,Carroll O'Connor,7,0,0.0
503,who plays bernadette from the big bang theory,Melissa Ivy Rauch,6,0,0.0
504,who played the captain in the movie titanic,Bernard Hill,8,0,0.0
505,who played xerxes in 300 rise of an empire,Rodrigo Junqueira dos Reis Santoro,8,0,0.0
506,who does all the voices on the simpsons,Harry Shearer,10,1,1.0
507,who does all the voices on the simpsons,Dan Castellaneta,18,1,1.0
508,who does all the voices on the simpsons,Julie Kavner,5,1,1.0
509,who does all the voices on the simpsons,Nancy Cartwright,4,1,1.0
510,who does all the voices on the simpsons,Yeardley Smith,13,1,1.0
511,who does all the voices on the simpsons,Hank Azaria,4,1,1.0
512,who is the lead singer of all american rejects married to,actress Elena Satine,18,0,0.0
513,how many halloween micheal myers movies are there,eleven,5,0,0.0
514,who has won eurovision twice in a row,Israel,6,1,1.0
515,who has won eurovision twice in a row,Spain,9,1,1.0
516,who has won eurovision twice in a row,Luxembourg,6,1,1.0
517,actor who plays joey on days of our lives,James Lastovic,10,1,1.0
518,who sings while my guitar gently weeps with santana,India Arie,7,1,1.0
519,who declared state of emergency in kenya in 1952,British,5,1,1.0
520,how many justices currently serve on the us supreme court,nine,16,0,0.0
521,when was the norfolk and norwich hospital built,2001,4,1,1.0
522,what is wrong with dr house's leg,a leg infarction involving his quadriceps muscle,6,0,0.0
523,what is the setting of dear evan hansen,a high school,4,1,1.0
524,when was the amrit bazar patrika started in bangalore,20 February 1868 .,5,1,1.0
525,when did the first oscar ceremony take place,"May 16 , 1929",14,0,0.0
526,who sings hawaiian version of over the rainbow,Israel Kaʻanoʻi Kamakawiwoʻole,5,0,0.0
527,what is the movie after the last jedi,provisionally titled Star Wars : Episode IX,7,1,1.0
528,when will mount and blade bannerlord be released,2017,2,1,1.0
